scorer,DLC_resnet50_Left_MirrorJun28shuffle1_1000000,DLC_resnet50_Left_MirrorJun28shuffle1_1000000,DLC_resnet50_Left_MirrorJun28shuffle1_1000000,DLC_resnet50_Left_MirrorJun28shuffle1_1000000,DLC_resnet50_Left_MirrorJun28shuffle1_1000000,DLC_resnet50_Left_MirrorJun28shuffle1_1000000,DLC_resnet50_Left_MirrorJun28shuffle1_1000000,DLC_resnet50_Left_MirrorJun28shuffle1_1000000,DLC_resnet50_Left_MirrorJun28shuffle1_1000000,DLC_resnet50_Left_MirrorJun28shuffle1_1000000,DLC_resnet50_Left_MirrorJun28shuffle1_1000000,DLC_resnet50_Left_MirrorJun28shuffle1_1000000,DLC_resnet50_Left_MirrorJun28shuffle1_1000000,DLC_resnet50_Left_MirrorJun28shuffle1_1000000,DLC_resnet50_Left_MirrorJun28shuffle1_1000000,DLC_resnet50_Left_MirrorJun28shuffle1_1000000,DLC_resnet50_Left_MirrorJun28shuffle1_1000000,DLC_resnet50_Left_MirrorJun28shuffle1_1000000
bodyparts,finger1,finger1,finger1,finger2,finger2,finger2,finger3,finger3,finger3,finger4,finger4,finger4,paw,paw,paw,wrist_joint,wrist_joint,wrist_joint
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
"('labeled-data', 'mj_17_41_11_ncb1280-R-camA', 'img00812.png')",-3.084169387817383,363.8183288574219,0.0004956578486599028,-3.4771203994750977,366.01446533203125,0.0008681819308549166,-1.4105520248413086,380.16082763671875,0.00013322525774128735,-0.24332571029663086,379.46551513671875,0.00018580823962111026,97.85637664794922,195.7760467529297,0.0007459621992893517,93.41141510009766,214.39724731445312,0.014234409667551517
labeled-data\mj_17_41_11_ncb1280-R-camA\img00813.png,-3.1560702323913574,363.91864013671875,0.0005165775073692203,-3.5499281883239746,366.04962158203125,0.0008842236711643636,128.623046875,212.25164794921875,0.0001665630261413753,128.874267578125,216.9462127685547,0.0007157772779464722,98.06818389892578,195.6988525390625,0.0010865078074857593,93.23439025878906,214.3322296142578,0.061615925282239914
labeled-data\mj_17_41_11_ncb1280-R-camA\img00815.png,-3.168515205383301,363.86175537109375,0.00036594184348359704,-3.7084293365478516,365.9867858886719,0.0006127447122707963,-1.3094677925109863,380.2029113769531,0.00011846456618513912,128.1322784423828,217.12425231933594,0.0002188728394685313,97.28274536132812,196.03067016601562,0.0007937287446111441,93.0428466796875,214.79208374023438,0.030143270269036293
labeled-data\mj_17_41_11_ncb1280-R-camA\img00816.png,-4.660457611083984,356.9054870605469,0.0005831089220009744,-3.606639862060547,365.7409362792969,0.0008119294070638716,-1.3062806129455566,379.73828125,0.00015348655870184302,127.45862579345703,216.6514892578125,0.0002692403213586658,97.1906967163086,196.3638916015625,0.0009659017086960375,92.47514343261719,215.0319061279297,0.02968727797269821
labeled-data\mj_17_41_11_ncb1280-R-camA\img00818.png,-4.843097686767578,356.8564453125,0.00045303089427761734,-3.763552665710449,365.8540954589844,0.0005816047196276486,-1.34234619140625,379.8518981933594,0.00011877823271788657,-0.24242925643920898,379.2947082519531,0.00017033028416335583,96.76473999023438,196.57052612304688,0.0009609378757886589,94.4488525390625,220.25521850585938,0.014576337300240993
labeled-data\mj_17_41_11_ncb1280-R-camA\img00819.png,-4.771933555603027,356.6603088378906,0.0004679621197283268,-8.224796295166016,302.8553466796875,0.0007371004321612418,152.22117614746094,214.67413330078125,0.00018034843378700316,167.60739135742188,215.8424072265625,0.00023557429085485637,108.48715209960938,196.76174926757812,0.00036949312197975814,95.23234558105469,221.96768188476562,0.0030571625102311373
labeled-data\mj_17_41_11_ncb1280-R-camA\img00820.png,-4.785561561584473,356.6163024902344,0.000513342791236937,-7.98476505279541,302.8635559082031,0.0010516534093767405,152.21995544433594,214.66981506347656,0.0001717707491479814,167.38577270507812,215.65414428710938,0.00025535846361890435,123.06324005126953,195.61782836914062,0.00023507217701990157,95.19892883300781,223.34603881835938,0.0010302597656846046
labeled-data\mj_17_41_11_ncb1280-R-camA\img00822.png,-4.832172393798828,356.3758544921875,0.0005581526202149689,-7.756918907165527,302.517578125,0.0015185109805315733,-5.679364204406738,288.37628173828125,0.00031668227165937424,149.27621459960938,217.09039306640625,0.000245572387939319,108.17477416992188,196.6820526123047,0.00021026225294917822,95.39199829101562,224.27029418945312,0.0002939649857580662
