scorer,,,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil
bodyparts,,,finger1,finger1,finger2,finger2,finger3,finger3,finger4,finger4,paw,paw,wrist_joint,wrist_joint
coords,,,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,mj_16_27_08_ncb1403-camB,img00340.png,364.6011486917678,315.60468730057437,381.16528398213154,323.1965826419911,401.18028079132114,321.8162380344608,430.85768985322284,323.88675494575625,398.4195915762605,301.1110689215061,,
labeled-data,mj_16_27_08_ncb1403-camB,img00341.png,369.43235481812394,308.01279195915765,382.5456285896619,316.29485960433954,397.03924696873014,323.88675494575625,407.3918315252075,327.3376164645821,399.7999361837908,303.1815858328016,,
labeled-data,mj_16_27_08_ncb1403-camB,img00378.png,367.36183790682844,305.25210274409704,370.1225271218891,311.4636534779835,374.26356094448,319.0555488194002,380.4751116783664,323.1965826419911,388.75717932354826,303.87175813656677,,
labeled-data,mj_16_27_08_ncb1403-camB,img01492.png,355.6289087428207,294.8995181876197,357.00925335035106,308.01279195915765,365.9814932992981,314.2243426930441,378.4045947670709,319.0555488194002,379.7849393746012,288.6879674537333,390.1375239310786,279.7157275047863
labeled-data,mj_16_27_08_ncb1403-camB,img01494.png,352.178047223995,301.80124122527127,352.8682195277602,323.88675494575625,365.29132099553294,328.02778876834725,377.02425015954066,326.6474441608169,377.7144224633057,293.5191735800894,389.4473516273134,285.2371059349075
labeled-data,mj_16_27_08_ncb1403-camB,img01497.png,333.54339502233574,316.9850319081047,338.3746011486919,340.45089023612,358.3895979578814,341.83123484365035,379.09476707083604,334.9295118059988,365.29132099553294,306.6324473516273,377.7144224633057,292.13882897255905
labeled-data,mj_16_27_08_ncb1403-camB,img01499.png,323.19081046585836,327.3376164645821,335.61391193363124,334.23933950223363,357.6994256541162,334.9295118059988,380.4751116783664,330.0983056796427,361.15028717294206,306.6324473516273,372.1930440331845,292.8290012763242
labeled-data,mj_16_27_08_ncb1403-camB,img01501.png,329.40236119974486,325.2670995532866,342.5156349712828,330.0983056796427,366.6716656030633,328.02778876834725,384.6161455009574,325.2670995532866,365.29132099553294,302.49141352903644,377.02425015954066,291.4486566687939
