scorer,,,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil
bodyparts,,,finger1,finger1,finger2,finger2,finger3,finger3,finger4,finger4,paw,paw,wrist_joint,wrist_joint
coords,,,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,mj_15_54_57_ncb1043-camC,img00045.png,,,,,,,,,,,,
labeled-data,mj_15_54_57_ncb1043-camC,img00241.png,,,,,,,,,,,,
labeled-data,mj_15_54_57_ncb1043-camC,img02217.png,180.3050100883799,211.28572849470004,,,,,,,205.8129813293927,206.06818892267466,222.04532666458266,217.66272130495324
labeled-data,mj_15_54_57_ncb1043-camC,img02393.png,163.50439380978298,200.05743059335873,156.36542499416743,209.57605568084608,159.5383000233299,213.54214946729917,169.05692511081725,217.50824325375225,188.094175285792,206.40318065168367,212.68395676180097,203.2303056225212
labeled-data,mj_15_54_57_ncb1043-camC,img02394.png,150.81289369313316,204.02352437981182,151.60611245042378,208.78283692355552,157.95186250874866,211.95571195271793,,,180.9552064701765,202.43708686523058,203.95855043160424,201.64386810793997
labeled-data,mj_15_54_57_ncb1043-camC,img02395.png,144.46714363480822,190.53880550587138,134.94851854732087,199.2642118360681,142.08748736293637,204.81674313710243,158.74508126603928,211.16249319542734,165.09083132436422,197.67777432148688,189.68061280037324,197.67777432148688
labeled-data,mj_15_54_57_ncb1043-camC,img02396.png,130.9824247608678,186.5727117194183,128.60276848899593,197.67777432148688,134.15529979003026,206.40318065168367,145.26036239209884,211.16249319542734,156.36542499416743,195.29811804961508,178.5755501983046,195.29811804961508
labeled-data,mj_15_54_57_ncb1043-camC,img02397.png,123.05023718796167,192.12524302045261,126.22311221712414,198.4709930787775,132.56886227544902,202.43708686523058,141.29426860564575,207.9896181662649,148.4332374212613,192.91846177774323,172.22980013997966,197.67777432148688
labeled-data,mj_15_54_57_ncb1043-camC,img02398.png,115.91126837234611,192.91846177774323,103.2197682556963,202.43708686523058,107.97908079944,209.57605568084608,126.22311221712414,210.36927443813673,139.70783109106452,195.29811804961508,160.3315187806205,193.71168053503385
