scorer,,,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil
bodyparts,,,finger1,finger1,finger2,finger2,finger3,finger3,finger4,finger4,paw,paw,wrist_joint,wrist_joint
coords,,,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,mj_16_19_21_ncb1045-camB,img01363.png,,,,,,,,,,,,
labeled-data,mj_16_19_21_ncb1045-camB,img01479.png,,,,,,,,,,,,
labeled-data,mj_16_19_21_ncb1045-camB,img01907.png,,,,,,,,,,,,
labeled-data,mj_16_19_21_ncb1045-camB,img02278.png,396.4424572317264,295.0178227060653,396.4424572317264,299.8234214618974,397.4035769828928,305.59013996889587,399.3258164852256,312.3179782270607,420.47045101088656,297.9011819595646,,
labeled-data,mj_16_19_21_ncb1045-camB,img03329.png,,,,,,,,,,,,
labeled-data,mj_16_19_21_ncb1045-camB,img06172.png,,,,,,,,,,,,
labeled-data,mj_16_19_21_ncb1045-camB,img06580.png,,,,,,,,,,,,
labeled-data,mj_16_19_21_ncb1045-camB,img07026.png,,,,,,,,,,,,
labeled-data,mj_16_19_21_ncb1045-camB,img09055.png,,,,,,,,,412.5559613290484,288.7768107088789,,
labeled-data,mj_16_19_21_ncb1045-camB,img09056.png,,,,,,,,,420.82857029029776,290.6151682558232,,
labeled-data,mj_16_19_21_ncb1045-camB,img09058.png,409.79842500863197,285.1000956149903,415.3134976494648,290.6151682558232,417.1518551964092,301.6453135374891,419.9093915168256,311.75628004568273,429.10117925154714,286.9384531619346,,
labeled-data,mj_16_19_21_ncb1045-camB,img09061.png,395.0915646330775,283.261738068046,396.01074340654964,297.96859844360046,418.07103396988134,308.0795649517941,426.3436429311307,318.1905314599878,419.9093915168256,287.85763193540674,,
labeled-data,mj_16_19_21_ncb1045-camB,img09063.png,370.27373774932937,299.8069559905448,381.3038830309953,321.8672465538764,401.5258160473826,320.94806778040424,415.3134976494648,309.91792249873845,399.6874585004383,289.6959894823511,411.63678255557625,283.261738068046
