scorer,DLC_resnet50_Right_mirrorSep2shuffle1_700000,DLC_resnet50_Right_mirrorSep2shuffle1_700000,DLC_resnet50_Right_mirrorSep2shuffle1_700000,DLC_resnet50_Right_mirrorSep2shuffle1_700000,DLC_resnet50_Right_mirrorSep2shuffle1_700000,DLC_resnet50_Right_mirrorSep2shuffle1_700000,DLC_resnet50_Right_mirrorSep2shuffle1_700000,DLC_resnet50_Right_mirrorSep2shuffle1_700000,DLC_resnet50_Right_mirrorSep2shuffle1_700000,DLC_resnet50_Right_mirrorSep2shuffle1_700000,DLC_resnet50_Right_mirrorSep2shuffle1_700000,DLC_resnet50_Right_mirrorSep2shuffle1_700000,DLC_resnet50_Right_mirrorSep2shuffle1_700000,DLC_resnet50_Right_mirrorSep2shuffle1_700000,DLC_resnet50_Right_mirrorSep2shuffle1_700000,DLC_resnet50_Right_mirrorSep2shuffle1_700000,DLC_resnet50_Right_mirrorSep2shuffle1_700000,DLC_resnet50_Right_mirrorSep2shuffle1_700000
bodyparts,finger1,finger1,finger1,finger2,finger2,finger2,finger3,finger3,finger3,finger4,finger4,finger4,paw,paw,paw,wrist_joint,wrist_joint,wrist_joint
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data\mj_17_18_33_ncb1047-camC\img09802.png,155.12110900878906,193.8881072998047,0.40146785974502563,199.18536376953125,206.48245239257812,0.0001106861891457811,209.68408203125,207.5984344482422,0.00022283196449279785,161.8046417236328,208.1458740234375,0.00038500328082591295,177.75657653808594,198.6374969482422,1.0,195.72610473632812,206.1306610107422,0.9999986886978149
labeled-data\mj_17_18_33_ncb1047-camC\img22319.png,256.9707336425781,260.35040283203125,0.9919482469558716,256.8055725097656,259.6507568359375,0.0006011379882693291,300.542724609375,294.6872253417969,0.00020918724476359785,266.0622863769531,267.9476013183594,0.00025016767904162407,264.86932373046875,242.2542724609375,0.9980069994926453,275.83984375,239.58416748046875,0.9979996085166931
labeled-data\mj_17_18_33_ncb1047-camC\img09202.png,220.7525634765625,221.66331481933594,0.00017582702275831252,257.6016845703125,224.0380096435547,6.935642886674032e-05,265.6012268066406,223.83363342285156,0.0002291811106260866,226.84228515625,230.02407836914062,0.0011023528641089797,236.0099639892578,221.73683166503906,1.0,250.31800842285156,226.4105682373047,1.0
labeled-data\mj_17_18_33_ncb1047-camC\img06980.png,205.5186004638672,222.6082305908203,0.00044550749589689076,249.35226440429688,206.1693878173828,0.00015475525287911296,251.7820281982422,207.2371063232422,0.00025433042901568115,283.9833068847656,241.83206176757812,3.98506126657594e-05,254.7027587890625,217.61663818359375,0.0034390350338071585,280.96783447265625,237.04151916503906,0.0006967387744225562
labeled-data\mj_17_18_33_ncb1047-camC\img17340.png,212.40011596679688,214.52081298828125,0.013727625831961632,300.3941345214844,271.6427001953125,3.6598474252969027e-05,300.4660339355469,286.9946594238281,0.00011514531070133671,247.086669921875,211.86740112304688,0.0001970713201444596,231.82412719726562,209.81890869140625,0.737826943397522,271.6603698730469,222.66622924804688,0.10140680521726608
labeled-data\mj_17_18_33_ncb1047-camC\img10388.png,189.71751403808594,202.56448364257812,0.9999995231628418,192.5301055908203,211.861083984375,0.0026031716261059046,209.11415100097656,215.76170349121094,8.066368900472298e-05,204.7991485595703,217.90823364257812,0.0003294094931334257,205.18597412109375,201.27674865722656,1.0,222.0123748779297,206.4257354736328,0.9999998807907104
labeled-data\mj_17_18_33_ncb1047-camC\img20859.png,178.39303588867188,218.4884490966797,0.9999926090240479,182.1679229736328,216.92420959472656,0.0006626740796491504,181.35263061523438,228.38131713867188,0.0038077738136053085,188.76004028320312,230.00247192382812,0.0012627694522961974,197.38165283203125,213.14923095703125,0.9999997615814209,216.0944366455078,211.2498016357422,0.9999980926513672
labeled-data\mj_17_18_33_ncb1047-camC\img17468.png,207.18994140625,225.60499572753906,0.0005423281691037118,58.815338134765625,1.5309572219848633,2.4759852749411948e-05,258.274658203125,223.62246704101562,9.800067346077412e-05,214.88844299316406,230.30467224121094,0.00016544046229682863,227.24404907226562,223.6337890625,1.0,244.00921630859375,226.81143188476562,1.0
labeled-data\mj_17_18_33_ncb1047-camC\img34230.png,198.5038604736328,223.39999389648438,0.00028138328343629837,259.82763671875,225.7197265625,3.054947592318058e-05,265.7334289550781,226.54718017578125,0.00010405386274214834,216.6193389892578,227.75442504882812,0.00031666626455262303,229.87518310546875,221.8115692138672,0.9999960660934448,246.71014404296875,226.0776824951172,0.9999967813491821
