scorer,,,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil
bodyparts,,,finger1,finger1,finger2,finger2,finger3,finger3,finger4,finger4,paw,paw,wrist_joint,wrist_joint
coords,,,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,mj_17_18_33_ncb1047-camC,img00027.png,,,,,,,,,255.44811772139508,218.5852731369046,278.35589599609375,224.58609008789062
labeled-data,mj_17_18_33_ncb1047-camC,img00040.png,246.78945454610016,262.8296203613281,,,,,,,256.46272388069326,253.51459318713236,266.1715592751376,245.79829285584043
labeled-data,mj_17_18_33_ncb1047-camC,img00051.png,247.48736572265625,260.6951599121094,251.2315216064453,259.50775146484375,258.4876708984375,262.57708740234375,259.243896484375,263.7813415527344,257.9480895996094,243.43231201171875,272.7976989746094,241.20957946777344
labeled-data,mj_17_18_33_ncb1047-camC,img00063.png,,,,,,,,,267.84372957458294,222.88026087697858,285.2355281480008,224.03971411520644
labeled-data,mj_17_18_33_ncb1047-camC,img00219.png,178.85035705566406,206.092041015625,182.6586456298828,208.24012756347656,184.22470092773438,209.82818603515625,187.31675720214844,210.93167114257812,205.124755859375,203.3271484375,226.2355499267578,211.98239135742188
labeled-data,mj_17_18_33_ncb1047-camC,img00269.png,,,,,,,,,,,,
labeled-data,mj_17_18_33_ncb1047-camC,img00346.png,,,,,,,,,237.27373823781005,217.50824325375225,248.3788008398787,207.1963994089743
labeled-data,mj_17_18_33_ncb1047-camC,img00361.png,238.69049072265625,289.8828125,,,,,257.51177978515625,300.367919921875,268.8036193847656,290.9454040527344,278.5400085449219,294.4956359863281
labeled-data,mj_17_18_33_ncb1047-camC,img00452.png,193.3075714111328,214.43479919433594,59.05424880981445,1.4820847511291504,203.58785319296794,217.13642062513443,207.5194549560547,220.4272003173828,218.844970703125,207.38685607910156,235.04769897460938,213.87562561035156
