scorer,,,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil
bodyparts,,,finger1,finger1,finger2,finger2,finger3,finger3,finger4,finger4,paw,paw,wrist_joint,wrist_joint
coords,,,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,mj_16_19_21_ncb1045-camC,img00455.png,,,,,,,,,,,,
labeled-data,mj_16_19_21_ncb1045-camC,img00565.png,,,,,,,,,,,,
labeled-data,mj_16_19_21_ncb1045-camC,img00633.png,,,,,,,,,,,,
labeled-data,mj_16_19_21_ncb1045-camC,img00697.png,,,,,,,,,,,,
labeled-data,mj_16_19_21_ncb1045-camC,img00928.png,,,,,,,,,,,,
labeled-data,mj_16_19_21_ncb1045-camC,img01643.png,,,,,,,,,230.13476942219455,212.74893071000855,249.17201959716925,220.6811182829147
labeled-data,mj_16_19_21_ncb1045-camC,img01768.png,,,,,,,,,,,,
labeled-data,mj_16_19_21_ncb1045-camC,img02716.png,129.84275859886128,198.37900053143306,,,133.36208103273964,201.64386810793997,141.29426860564575,206.40318065168367,163.70990168913363,200.33167252695148,186.28799708264847,202.52907941257496
labeled-data,mj_16_19_21_ncb1045-camC,img05459.png,118.0972195822626,202.22359472705386,124.6366747025429,210.3692744381367,132.56886227544902,214.33536822458979,146.05358114938946,212.74893071000855,155.04524515435298,199.2642118360681,175.03019213781937,202.8345640980961
labeled-data,mj_16_19_21_ncb1045-camC,img06392.png,,,,,,,,,,,,
labeled-data,mj_16_19_21_ncb1045-camC,img06431.png,175.08747051635459,202.5898292079911,,,,,,,197.69680866179777,203.16955582710506,217.98724033078514,207.22764216090258
labeled-data,mj_16_19_21_ncb1045-camC,img07104.png,,,,,,,,,190.4738315576638,191.332024263162,208.71786297534794,192.91846177774323
labeled-data,mj_16_19_21_ncb1045-camC,img08300.png,,,,,,,,,,,,
