scorer,,,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil
bodyparts,,,finger1,finger1,finger2,finger2,finger3,finger3,finger4,finger4,paw,paw,wrist_joint,wrist_joint
coords,,,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,mj_17_18_33_ncb1047-camB,img00009.png,,,,,,,,,,,,
labeled-data,mj_17_18_33_ncb1047-camB,img00044.png,,,,,,,,,,,,
labeled-data,mj_17_18_33_ncb1047-camB,img00443.png,,,,,,,,,,,,
labeled-data,mj_17_18_33_ncb1047-camB,img00844.png,,,,,,,,,,,,
labeled-data,mj_17_18_33_ncb1047-camB,img01271.png,402.0563659667969,285.0843811035156,402.8970031738281,293.0180969238281,403.5503845214844,295.12939453125,405.8767395019531,300.4140625,421.1043701171875,283.6558837890625,432.1750316223687,284.6805131046284
labeled-data,mj_17_18_33_ncb1047-camB,img01731.png,,,,,,,,,,,,
labeled-data,mj_17_18_33_ncb1047-camB,img01760.png,,,,,,,,,,,,
labeled-data,mj_17_18_33_ncb1047-camB,img02035.png,,,,,,,,,,,,
labeled-data,mj_17_18_33_ncb1047-camB,img02103.png,369.82073974609375,304.8898010253906,372.77490234375,313.48089599609375,382.4697265625,319.0436706542969,396.9705810546875,319.39947509765625,410.9502258300781,287.37872314453125,422.49346923828125,280.0058288574219
labeled-data,mj_17_18_33_ncb1047-camB,img02417.png,,,,,,,,,,,,
labeled-data,mj_17_18_33_ncb1047-camB,img02530.png,,,,,,,,,,,,
labeled-data,mj_17_18_33_ncb1047-camB,img03203.png,,,,,,,,,,,,
labeled-data,mj_17_18_33_ncb1047-camB,img03210.png,450.9797668457031,282.712158203125,469.5766296386719,285.67803955078125,463.9234313964844,273.9821472167969,461.3533630371094,293.12164306640625,457.90008544921875,283.37066650390625,481.5678405761719,277.4803161621094
labeled-data,mj_17_18_33_ncb1047-camB,img04098.png,,,,,,,,,,,,
