scorer,,,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil
bodyparts,,,finger1,finger1,finger2,finger2,finger3,finger3,finger4,finger4,paw,paw,wrist_joint,wrist_joint
coords,,,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,mj_16_53_37_ncb1046-camC,img00541.png,216.24806047344345,221.72080763875073,219.14669356901305,225.19916735343432,222.04532666458266,228.67752706811788,232.4804058086334,240.85178606951035,247.55329790559546,223.4599874960925,269.00318281281085,233.89506664014323
labeled-data,mj_16_53_37_ncb1046-camC,img00717.png,,,,,,,,,249.87220438205117,230.41670692545966,268.42345619369684,235.634246497485
labeled-data,mj_16_53_37_ncb1046-camC,img03154.png,,,,,,,,,232.4804058086334,207.22764216090258,254.51001733496258,207.22764216090258
labeled-data,mj_16_53_37_ncb1046-camC,img04934.png,,,,,,,,,,,,
labeled-data,mj_16_53_37_ncb1046-camC,img05938.png,153.63758560913925,175.34267810963655,149.57949927534173,185.77775725368724,154.7970388473671,192.73447668305437,162.9132115149621,197.37228963596579,176.82665037369634,178.24131120520616,194.79817556622805,184.03857739634543
labeled-data,mj_16_53_37_ncb1046-camC,img06007.png,,,,,215.85683179096344,220.6811182829147,230.13476942219455,239.71836845788943,251.55167586904105,227.82008709853022,269.7957072867252,230.19974337040205
labeled-data,mj_16_53_37_ncb1046-camC,img06639.png,203.494074852937,220.56135440052287,,,,,,,224.94395976015238,211.86545511381397,244.65466481002585,210.12627525647218
labeled-data,mj_16_53_37_ncb1046-camC,img07997.png,209.29134104407632,197.95201625507968,209.87106766319022,199.6911961124215,217.40751371167124,201.43037596976325,219.14669356901305,210.12627525647218,232.4804058086334,195.05338315951008,249.29247776293727,197.95201625507968
labeled-data,mj_16_53_37_ncb1046-camC,img08060.png,256.8289238114183,200.2709227315354,258.5681036687601,204.9087356844468,259.147830287874,207.80736878001647,269.58290943192475,210.12627525647218,278.8585353377476,195.05338315951008,295.09088067293754,196.79256301685183
