scorer,,,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil
bodyparts,,,finger1,finger1,finger2,finger2,finger3,finger3,finger4,finger4,paw,paw,wrist_joint,wrist_joint
coords,,,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,mj_16_48_49_ncb1278-L-camC,img00361.png,,,135.5958059503614,203.46801003606703,137.34071307397323,208.12109569903197,143.1570701526794,215.10072419347935,154.7897843100917,204.04964574393767,172.82049125408076,198.81492437310214
labeled-data,mj_16_48_49_ncb1278-L-camC,img00363.png,122.79982037720788,196.48838154161967,121.63654896146664,201.7231029124552,128.0345417480434,207.53945999116138,141.41216302906759,209.2843671147732,146.64688439990312,198.2332886652315,160.02450568092723,195.90674583374908
labeled-data,mj_16_48_49_ncb1278-L-camC,img00365.png,112.33037763553682,191.25366017078414,109.42219909618376,198.81492437310214,112.33037763553682,204.63128145180826,123.96309179294911,208.70273140690256,130.36108457952588,195.90674583374908,147.2285201077737,192.99856729439597
labeled-data,mj_16_48_49_ncb1278-L-camC,img00368.png,90.80985644432411,172.6413175189245,88.48331361284164,181.36585313698367,99.53439206238335,185.43730309207797,105.93238484896006,192.41693158652538,111.16710621979558,178.45767459763061,125.707998916561,181.36585313698367
labeled-data,mj_16_48_49_ncb1278-L-camC,img00370.png,91.97312786006535,159.84533194577097,81.50368511839429,167.98823185595955,76.85059945542935,179.03931030550126,95.462942107289,191.83529587865473,107.09565626470129,176.7127674740188,121.63654896146664,178.45767459763061
labeled-data,mj_16_48_49_ncb1278-L-camC,img00372.png,94.8813063994184,164.49841760873585,85.57513507348858,176.7127674740188,82.08532082626488,192.99856729439597,97.78948493877147,199.97819578884338,104.18747772534823,179.62094601337185,118.72837042211358,179.62094601337185
labeled-data,mj_16_48_49_ncb1278-L-camC,img00374.png,99.53439206238335,158.68206053002967,90.22822073645352,167.98823185595955,100.69766347812453,186.6005745078192,109.42219909618382,195.3251101258785,108.25892768044253,180.78421742911308,119.89164183785482,178.45767459763061
labeled-data,mj_16_48_49_ncb1278-L-camC,img00712.png,93.13639927580658,189.50875304717232,82.66695653413552,201.7231029124552,86.73840648922982,214.51908848560873,106.5140205568307,223.24362410366794,110.0038348040544,204.04964574393767,122.79982037720788,198.2332886652315
