scorer,,,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil
bodyparts,,,finger1,finger1,finger2,finger2,finger3,finger3,finger4,finger4,paw,paw,wrist_joint,wrist_joint
coords,,,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,mj_17_39_29_ncb1398-L-camC,img00107.png,88.48331361284164,192.99856729439597,74.52405662394688,199.97819578884338,78.59550657904117,211.02927423838503,87.90167790497105,213.3558170698675,102.4425706017364,199.97819578884338,122.21818466933729,197.07001724949026
labeled-data,mj_17_39_29_ncb1398-L-camC,img00108.png,83.83022794987676,189.50875304717232,74.52405662394688,199.97819578884338,78.01387087117058,209.2843671147732,90.80985644432411,217.4272670249618,100.11602777025394,199.39656008097273,118.146734714243,196.48838154161967
labeled-data,mj_17_39_29_ncb1398-L-camC,img00109.png,79.17714228691182,187.18221021568985,68.70769954524076,204.04964574393767,76.8505994554294,208.12109569903197,94.8813063994184,212.77418136199688,95.462942107289,195.32511012587844,115.82019188276053,195.90674583374908
labeled-data,mj_17_39_29_ncb1398-L-camC,img00110.png,72.19751379246446,184.85566738420738,63.47297817440523,194.74347441800785,74.52405662394688,201.7231029124552,79.7587779947824,211.61090994625565,87.90167790497105,196.48838154161967,105.93238484896006,194.1618387101372
labeled-data,mj_17_39_29_ncb1398-L-camC,img00111.png,68.12606383737011,188.92711733930167,55.91171397208723,197.6516529573609,62.30970675866399,202.88637432819644,73.94242091607629,209.2843671147732,78.01387087117058,198.2332886652315,96.04457781515964,197.07001724949026
labeled-data,mj_17_39_29_ncb1398-L-camC,img00112.png,64.63624959014646,190.67202446291355,55.33007826421658,201.14146720458461,67.54442812949952,209.2843671147732,92.55476356793594,216.2639956092206,82.08532082626488,200.55983149671397,96.62621352303023,195.32511012587844
labeled-data,mj_17_39_29_ncb1398-L-camC,img00113.png,65.21788529801705,196.48838154161967,55.33007826421664,206.95782428329073,72.77914950033505,216.2639956092206,94.29967069154782,219.75380985644426,80.92204941052364,201.7231029124552,98.37112064664211,193.58020300226661
labeled-data,mj_17_39_29_ncb1398-L-camC,img00114.png,64.63624959014646,197.07001724949026,52.42189972486352,216.2639956092206,71.61587808459382,218.59053844070303,94.8813063994184,218.59053844070303,80.34041370265305,205.2129171596789,95.462942107289,197.6516529573609
