scorer,,,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil
bodyparts,,,finger1,finger1,finger2,finger2,finger3,finger3,finger4,finger4,paw,paw,wrist_joint,wrist_joint
coords,,,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,mj_15_04_17_ncb1042-camC,img00200.png,,,,,,,,,,,,
labeled-data,mj_15_04_17_ncb1042-camC,img00664.png,,,,,,,,,,,,
labeled-data,mj_15_04_17_ncb1042-camC,img02099.png,,,,,,,,,,,,
labeled-data,mj_15_04_17_ncb1042-camC,img03663.png,257.1042071700754,253.99630608912045,,,,,,,272.1753635585971,231.78618088498328,290.4193949762811,232.5793996422739
labeled-data,mj_15_04_17_ncb1042-camC,img04124.png,213.47717551909165,212.74893071000855,,,228.54833190761332,222.26755579749593,231.7212069367758,234.16583715685513,248.3788008398787,211.16249319542734,269.00248852943463,213.54214946729917
labeled-data,mj_15_04_17_ncb1042-camC,img04470.png,224.5822381211603,219.09468076833346,,,,,,,248.3788008398787,225.44043082665837,261.86351971381913,232.5793996422739
labeled-data,mj_15_04_17_ncb1042-camC,img04840.png,205.54498794618547,211.16249319542734,,,,,227.75511315032264,233.37261839956452,243.619488296135,216.71502449646164,258.69064468465666,221.4743370402053
labeled-data,mj_15_04_17_ncb1042-camC,img04876.png,,,,,,,,,,,,
labeled-data,mj_15_04_17_ncb1042-camC,img06423.png,,,,,,,,,,,,
labeled-data,mj_15_04_17_ncb1042-camC,img06525.png,,,,,,,,,,,,
labeled-data,mj_15_04_17_ncb1042-camC,img07771.png,,,,,,,,,,,,
labeled-data,mj_15_04_17_ncb1042-camC,img08334.png,187.30095652850133,188.95236799129015,182.54164398475774,202.43708686523058,186.50773777121077,207.9896181662649,200.78567540244177,210.36927443813673,215.06361303367288,197.67777432148688,236.4805194805195,200.05743059335873
labeled-data,mj_15_04_17_ncb1042-camC,img08721.png,,,,,,,,,,,,
