scorer,,,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil
bodyparts,,,finger1,finger1,finger2,finger2,finger3,finger3,finger4,finger4,paw,paw,wrist_joint,wrist_joint
coords,,,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,mj_17_46_37_ncb1051-camC,img00280.png,232.84469241029478,241.69585118544805,236.94786071777344,241.2588653564453,243.89974975585938,244.50892639160156,254.1669158935547,249.5509490966797,262.33013916015625,230.57086063215618,284.5760498046875,226.0487060546875
labeled-data,mj_17_46_37_ncb1051-camC,img00877.png,,,,,,,,,266.87896728515625,231.6219940185547,282.1484375,233.6968994140625
labeled-data,mj_17_46_37_ncb1051-camC,img01532.png,207.57412719726562,212.89955139160156,210.70924377441406,214.3777618408203,214.83717346191406,217.18394470214844,220.38833618164062,222.62295532226562,232.22991943359375,211.86431884765625,250.06248474121094,215.59693908691406
labeled-data,mj_17_46_37_ncb1051-camC,img03589.png,,,258.2801818847656,264.8206787109375,,,263.9282531738281,268.0391845703125,264.9770272327105,256.88423972067153,,
labeled-data,mj_17_46_37_ncb1051-camC,img04108.png,243.67236322666542,240.52325668115438,245.85464706201378,244.48569775035588,249.438349727895,246.25317258929027,254.85291576793406,250.0773373550497,263.46600223371877,235.9577613033749,277.89044189453125,230.52767944335938
labeled-data,mj_17_46_37_ncb1051-camC,img05152.png,113.50648380110147,178.89569915313444,114.97489834013402,189.4105714560476,123.48191110952808,194.4946024121005,129.94473266601562,199.8630828857422,143.04498291015625,186.5277557373047,159.03060913085938,186.91378784179688
labeled-data,mj_17_46_37_ncb1051-camC,img05599.png,221.2784101362823,227.7912266563954,42.89677810668945,1.8465311527252197,225.43022558710098,231.80886934279417,230.33184893533905,234.63001423938246,238.62051391601562,228.25344848632812,258.7705993652344,231.72877502441406
labeled-data,mj_17_46_37_ncb1051-camC,img05849.png,111.9138954571348,210.91256754057912,127.48243713378906,217.59091186523438,128.24624633789062,219.04136657714844,131.76683044433594,220.7036590576172,142.06498991011188,206.56580778394294,157.0821479374926,208.0612564877042
