scorer,,,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil
bodyparts,,,finger1,finger1,finger2,finger2,finger3,finger3,finger4,finger4,paw,paw,wrist_joint,wrist_joint
coords,,,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,mj_15_54_57_ncb1043-camB,img00494.png,,,,,,,,,,,,
labeled-data,mj_15_54_57_ncb1043-camB,img01230.png,372.4144634525661,307.51237947122866,374.336702954899,315.2013374805599,,,,,403.17029548989115,300.7845412130638,413.7426127527218,292.13446345256614
labeled-data,mj_15_54_57_ncb1043-camB,img03185.png,,,,,,,,,,,,
labeled-data,mj_15_54_57_ncb1043-camB,img06246.png,369.53110419906693,313.2790979782271,382.02566096423027,315.2013374805599,,,,,398.3646967340592,297.9011819595646,408.9370139968896,291.17334370139974
labeled-data,mj_15_54_57_ncb1043-camB,img08821.png,,,,,,,,,,,,
labeled-data,mj_15_54_57_ncb1043-camB,img09706.png,,,,,,,,,,,,
labeled-data,mj_15_54_57_ncb1043-camB,img10158.png,,,,,,,,,,,,
labeled-data,mj_15_54_57_ncb1043-camB,img11045.png,,,,,,,,,,,,
labeled-data,mj_15_54_57_ncb1043-camB,img12542.png,,,,,,,,,,,,
labeled-data,mj_15_54_57_ncb1043-camB,img12576.png,,,,,,,,,422.66692783724204,260.2822687312422,,
labeled-data,mj_15_54_57_ncb1043-camB,img12578.png,407.9600674616877,255.68637486388144,402.44499482085473,277.7466654272131,407.9600674616877,265.7973413720751,407.04088868821543,286.9384531619346,419.9093915168256,263.0398050516587,,
labeled-data,mj_15_54_57_ncb1043-camB,img12580.png,383.14224057793956,266.7165201455473,377.6271679371066,294.29188334971184,386.8189556718281,302.5644923109612,400.60663727391045,303.48367108443335,410.7176037821041,262.1206262781865,419.9093915168256,253.84801731693716
labeled-data,mj_15_54_57_ncb1043-camB,img12582.png,361.08195001460786,283.261738068046,360.1627712411357,311.75628004568273,373.0312740697459,315.43299513957135,393.2532070861332,320.0288890069321,396.9299221800218,281.4233805211017,409.79842500863197,271.31241401290805
